Sentiment,Tweet
0,"Isabeau Ella-Marie Carpenter wntd mommy 2 call in sick, i miss her  http://apps.facebook.com/dogbook/profile/view/6215591"
0,Some things even spell check can't fix 
0,Tigger lost his bounce. 
0,Got my ass KICKED at the pool function last night... I've never been so sore!!! 
0,Realized it's Holy week &amp; my pastor mother is going to have to fit in hospital time between services &amp; whatnot. No bueno for her. 
0,I have a bad feeling this is going to be a doozy of a day... 
0,@lauraEchilds noooooo  don't make me cry
0,@problogger aweber doesn't have a time feature on sends? 
0,So sick! I don't wanna miss class today 
0,last qs just announced he's heading out too - just me left 
0,Trying to figure some things out.....my brain hurts 
0,"@tornadoliese Bummer, I didn't think so! "
0,@shylands get a job 
0,@silent_dave lol well you call it me enough I'm starting to think you think I am a tit 
0,@kg86 Wish I could get some in Mangalore also 
0,im sooo friggin borreeeed 
0,Doubt anyones even reading these. Lol. I have no followers! 
0,"Can anyone recommend a router with *good* wi-fi reach? Got a Netgear WNR834B v2 now, but connection with the iPod keeps dropping "
0,My throat really hurts 
0,long day ahead...weening off caffeine 
0,Wondering why we have snow in the springtime    Chillin inside 2 day
0,@shazy_s omg that silver bmw jwas outside my house again n when i looked out it drove off!!!  who is this?
0,The killer toothache is back  test was crappy. Kill me
0,@warsongraven i can haz a title with mirror in it plz pretty plz  
0,You know it's going to be a long week when u wake up thinking it's Saturday 
0,My baby turns 9 yo today! I'm feeling a little old! 
0,"@dimensiondvdrob no, I did not get it!  Maybe the mail lost it. "
0,Just stopped in at Subway. They didn't have the Fearless songbook at Music Cellar  Spent 6.50 on theory books I don't even want :/
0,i'm at work. also just realized i am going to fall about $100 short of depleting my work-study funds. noooooo i refuse to work extra days 
0,Sending condolences to all my Sparty friends... 
0,can't draw James deans hands right 
0,Ugh i hate being sick i would rather be at school then be sick right now. 
0,"aww man, i cough a lot these days and my throat hurts like hell...i might get a doctor check-up "
0,The animatic project is done. Got a positive result.  Now I just have to write a 20 page report in 2 days. It's gonna be fun. 
0,School  Why couldn't I be sick today! 
0,"i've been thinking about getting a blackberry or an iphone or something, sucks that they all have 2 year contracts "
0,Face burns with acne stuff the doctors gave me!!!! The only reason I use it is because it takes away the acne and the acne scars! 
0,Sitting inside as the rain has ruined my plan for a walk. Oh Ireland 
0,argh. Forgot my ibuprofen 
0,Waiting to go to the dentist and wondering when this flippin cold is gonna go!! i feel poorly 
0,Is workin. Today is my monday  
0,I am driving back to Kewanee to work.  so sleepy.
0,Yawn woke up. Time for another day of ignoring my &quot;friends&quot;. Goody. 
0,My macBook is behaving very strangely.... 
0,SAT homework 
0,I wish the hills started here tonight aswell 
0,"In a serious mood this morning- def, need to change that asap  &lt; ; ) Wondering if I should take on a new account or focus on me n eff $"
0,"@bandofmagpies Damn them!   Seriously though, that sucks...."
0,hatesss side effects  at least im better today &lt;3
0,@ladylonline I've been good; and girl I haven't been in the blog scene for almost 3 weeks  Sooo yeah lol buuuut I will check it out soon!
0,My ass is so cold. 
0,needs a new 'looking good for Jesus' mirror..mine broke.. 
0,@ALStrays Oh poor wee thing  Nice to hear she's been rescued though.
0,Full Of The Cold:; Starting To Bring Me Down 
0,i wish Frankie's weather report was wrong 
0,gaah have to work early tomorrow. grrr couldve spent the day fullfilling my hearts desire by shopping! think of the moneeyy hinnaa 
0,power is out 
0,the seas are rough today....my stomach is not gonna be happy 
0,Disappointed about where the House Season is going. . . . . . sigh. . . Used to be such a great show! 
0,I'm still so cold and tired. 
0,Good morning twitter world it's my 13hr day today   Keep laughing so I can get through it!!!
0,Booooooo snow!!!!! 
0,"Poor MSU, was hoping they would beat them Heels "
0,@SelenlovesMcfly NOOOOO!!   Are they really angry? :'(
0,33 precious minutes with my one and only then no more til tomorrow 
0,So sleepy this morning!  
0,"Ugh I feel like death. I just wanna go back to sleep, the only thing making me go to school is dumb precal quiz "
0,"@attilacsordas  Im afraid not. I have a sony viao, thats officially  not mine, and a windows desktop "
0,doesn't wanna do uni work today but has to 
0,..for my finals... 
0,Why has my i-tunes ceased working?? I was in the middle of loading No Doubt's singles collection on my i-pod 
0,Is worried sick about Santino. He has a fever 
0,i need a pick me up. probably should be tackling cardio right now. like that's gonna happen... 
0,"@troubalex Sorry, we see  this twitter account is for you personally. Should we follow another for #qt4 community events? Are we alone? "
0,"@lucky_gift yay! she's not a bitch, just flaky "
0,I broke the zip on my trousers. 
0,shot 900 photos today in Kyoto. A few had a black dot on them from dust on the sensor  Fixed now. Sorting them all will be a nightmare.
0,"@mollylaurel no his own dog, poor thing "
0,"@DonnieWahlberg word on the street is that &quot;face time&quot; is not worth the $375.... No individual pics and rush, rush, rush..... "
0,@Maceymace it's at 9:00 but i've gotta be there 15 minutes before.. :/ so very early!!  my sisters boyfriends doing it the same day
0,supposed to be working at the moment - pretty bored tho 
0,Ugh im so tired dont feel like goin to scool! 
0,Good Morning Amy!  Your snow going away yet?  I can't deal with budgets &amp; numbers this early in the morning at work....... 
0,@chrisbrogan What's not cool is all the snow in Detroit lately....   (haha!)
0,"Is it Friday yet? Thankfully I have Friday off so maybe I should ask if it's Thursday yet? And the answer, unfortunately, is still no "
0,On my way to the airport. Leaving florida.  worst day ever.
0,"I feel like death, can't even believe I'm at work right now "
0,Simba is already missing Sally &amp; Zac  http://apps.facebook.com/catbook/profile/view/1043840
0,is in shock de ce se intimpla in Chishinau shi nu m-am dus sa sarbatoresc Ziua Internatzionala a Sanatatzii 
0,Man. I have some bad sleeping patterns. 
0,I'm on my grind today I have to work both jobs  sucks to be me. Hopefully no dumb ?'s or long boring meetings with people complaining
0,bummed that I forgot to go to Wal-Mart this morning at 5am on my way to work to get the new RF CD! UG! Guess I'll go on my way home 
0,House completly surprised me last night. I can't believe I cried watching an episode of House. So sad. 
0,@teh_lisa  I know!!!!!!  Why not Taub instead?!? NOT KUTNER  
0,Baby is  really sick!!  
0,"Getting ready for school, can't seem to focus my eyes yet...not a good sleep. "
0,@marpagan what happened? 
0,Horrible day so far and it's only 7:30 am 
0,bored as hell but working... what will this rainy day bring me... miss my boo 
0,Was headed to bed when I realized I have Tafe and my designs will defult to helvetica when I arriive with out all my fonts 
0,"Just when I think House is getting better, it goes and pulls that shit. What the hell.  This show has gotten so bad.  "
0,"I was fine until I had to speak to the nurse, now she has made me doubt myself and my decisions. Feel totally and utterly deflated "
0,"doesn't want to clean Daddy's yacht, or write his dissertation. He wants to plan a forty-five minute magic show. "
0,Searching for a job! 
0,@scottavenue very emotional. just found out n cried  gna miss u all xx
0,is cold 
0,@lelebelle at this rate it's hard to tell when I'll get to  I feel asleep watching the so from 2 weeks ago! Not the shows fault though.
0,@GiulianaRancic:I'm very excited my cardio kickboxing instructor is teaching close by again! I had lost 30 lbs w/her. Back on w/out her 
0,@kdfw the girl in the suitcase story is just messed up..  Can't imagine anyone doing something like that...  
0,I wish my computer wasn't broken so I could get a effin pic up..why can't I do it on my blackberrry 
0,Having an awesome time in Florida...but its my last day.  
0,Oh no. No no no.  Getting sick...this is gonna be a bad one 
0,okie doke. going to school. hopefully i'll feel better throughout the day.  here goes nothing...
0,has hit the biggest writer's block. 
0,"I love the hyacinths &amp; daffodils that I put on my desk, but now I think the pollen is starting to affect me  allergies suck"
0,@flipgonzo no  not that i know of. I should annotate it. The slides are minimal and don't contain all the good bits LOL
0,my schedule's all messed up. gaaak. too many deadlines looming in the horizon! 
0,@thejrod @idolan a problem compounded by the fact there's no coffee in IT  - sounds like monday 2.0
0,gah. my wrist is still hurting 
0,"Just had the guy from the insurance company over, re: flooded kitchen. Much chin rubbing later, its all got to be ripped out. "
0,here's to hoping today goes by quickly... 
0,@ProudKiwi I'm still working 
0,So I'm not sick anymore. Twilight Zone? but I did go to bed with wet hair so now it's still wet and I'm terribly cold  but not sick? weird
0,"@StephWeber I must not have unlocked that one, yet. I'm a slowby. "
0,Listening to frank turner curled up on the sofa with puffy eyes and a cold 
0,@LiquidDragn I can't even pretend I understand what is going on. Ps. your stinkpad is dying 
0,Jury duty boooo 
0,Time to go to work  Must stop knitting 
0,Gettin up and gettin ready to do some more taxes. 
0,Good morning. April 7th and it's snowing 
0,"So I see snow outside, I'm so sick of Ohio's weather!! 2 more years till I move down to Palm Springs, CA..missing 79* weather!! "
0,It�s sunny!  But I need to wash dishes 
0,Fuck i ripped my last pair of jeans 
0,Jays home opener was amazing!  No streakers though 
0,my fave hairdresser still isn't back  Hope I don't get a rubbishy cut on Friday! So.many.dead.ends &gt;_&lt;
0,"@amyxo yea thats what im doin, it just hurtsss   hows weston?"
0,and then there was one (me) 
0,"@bigjonevans @willgray79 you asked for a &quot;Volunteer&quot; for Monday, not sure mine will be there    http://bit.ly/13qWMV"
0,I hate being treated different by someone when other people are around. 
0,@joconchie Ah well ..win some lose some ! Wouldve been nice to have bet on the 100 to 1 winner!! ( if wishes were horses !). 
0,Getting ready for work...I'm super sleepy 
0,~ANNOYED that my pic won't upload...and nooooo it's not too big!! 
0,@holliebox Sounds like back when I was in college and had to submit a perfectly replicated musical recording as a .mid file. 
0,@sinjax Alas MusicBrainz does not recognise the mp3  http://content.ytmnd.com/content/1/2/a/12a04f12b7524534b0275a0ab5fcab9e.mp3
0,Hates the cereal at the end of the box 
0,@tiffanyizatt lol. it should be in the upper 70s here  this cold is just wrong.
0,i have such a long day today  and it may snow?! what...not cool Penn State!
0,I'm working and I'm mad about it 
0,"@dylansongs No unfortunately, it seems to be only available in the US. Not Canada either. "
0,@ElenaBrowne was goooooooooood. you never came on  missed naked time LMFAO xx
0,"ergh really shitty mood again. bored of not being able to move now, really  and i want to go the pub later!!!"
0,"@todd1985 No, I think she leaves for a visit with her Nana tomorrow. "
0,@jharb_weave boo I'm sorry  Stupid eyes...why are they so important anyway?
0,"it's so cold outside, and it's rainy!!  plus my nose won't breathe, *aapchxi*."
0,my eyes are sore today!    I HATE SNOW!
0,waiting for jason to wake up.. could be a while 
0,"just back from truro, huge queue in the bank.. "
0,Lauren doesn't hand hug me anymore 
0,It's one thing to hear yourself sing. It's another to hear yourself read a passage from a book. My life is now changed forever. 
0,Getting ready for the floodgates of patients to open. 
0,@supaswag I follow your blog.. you haven't posted anything there in weeks 
0,Only got about 3.5 hours of sleep. Insomnia sucks 
0,i am miserablely sick 
0,Watching Fox - Where's Gretchen? 
0,Correction. Lawyers need to go for PLAIN ENGLISH lessons 
0,have to work today  
0,@VanessaHudqens don't hold that against us  we're not all bitches like that lol 
0,Just off for a walk down the seafront. Typically the dark clouds seem to be closing in 
0,@PhilonBOB Good morning to all of you!!  Who won the birthday game?  Cannot get you on my radio at my desk 
0,"Wish it wasn't so nice outside, i wouldn't feel poo revising then "
0,I couldn't be less prepared for my 11 AM finance exam...  And I can't seem to make myself do anything about it 
0,arm hurts  my brother pinched me &gt;
0,"@criana godspeed, I have one this Friday "
0,@felicecuore Singapore is too boring 
0,woke up to milo having a seizure. 
0,Apparently got both parents sick. Oops. 
0,@SouthwestAir does this mean you're leaving ISP? 
0,today pics for the annuary!!!! 
0,The pictures are up! My daughter Olivia is sick today   At least ther Brewers open their season today.  Go Crew!
0,"@SLessard Hi Stefan!Unfortunately i can�t go to DMB concert in Brazil  I was studing surgery,i�m becoming to be a doctor i was busy :/"
0,@ensredshirt I forgot all about Chuck! I didn't remember until about 8:15  I will have to catch it online...
0,got off @ 12:30 am and now I am on my way back 2 OCS land! 
0,"@andrewcareaga Tried to listen to the Hold Steady, but there's no way to taste the songs before purchase. "
0,doesn't understand the thought process behind yoghurt pot lids. Why would you make something designed to be licked out of sharp foil? 
0,Heading to get some shut-eye...I need it 
0,ugh... i don't feel good this morning   hope that goes away...
0,School again... 
0,@itslacey hey girlie. sorry you're having so much troubles with getting home!!!    have a safe trip!!!
0,At work 
0,I have a terrible headache 
0,A french vanilla capp sounds really good right now. Too bad i dont have one 
0,@HDNet Please put the ROH shows on your Xbox 360 channel.  I don't get your channel so I don't get to see ROH.  
0,Still very cold and snowy and working late 
0,@jennielees - Your blogs RSS feed for Posts seems to be broken in Google Chrome 
0,trying to wake up while checking my email before going to work while the rest of the world (and my husband) is still in bed!! 
0,is at work 
0,why do i only think of good april fools jokes waaaaaaaaay after its over! didnt even fool anyone 
0,going to the doctors again for the anxiety 
0,gah. sorry aboutt that 
0,"off to do the wash, then home to nap, slept for crap, feel like shit "
0,@mistressmatisse That link isn't working  http://ff.im/1Yepk
0,having my first lie in in ages has given me a headache 
0,"Woke up to the sound of scraping frost off of a car windshield  work, then 4 page play review....oh today is not looking fun"
0,@Hamperlady Innocent no longer have my custom 
0,Got damnit....itchy watery runny eyes  LEAVE ME ALONE SPRING!!!!
0,"In bed now, alone  lol"
0,vbscript foiled by change managment dam you change managment and your anti alt+f4 blocking skills 
0,@djkaton  how come?
0,Longest day of the week 
0,Grr stupid login script aint working 
0,Now I hurt my shoulder again.  When will my life stop sucking?
0,Going to oban today!! Love it there!! The only bad thing is that it's raining from the heavens!! 
0,what if your egg hatches and no it's not a squirtle with Flamethrower but a goddamned weepinbell with Wrap and Sleep Powder reaaal useful 
0,"@EdGandia Thanks for the post. Interesting, she refers to my group at the very end but doesn't mention it by name. "
0,"Okay, Mother Nature, you win. My winter jacket is back on today. "
0,my sight is blurring a little bit lately... i hope i dont need glasses 
0,http://twitpic.com/2yc8x - And this guy was eyeing me off for his lunch!!! 
0,@TomFelton love the pancake. It looks yummy! Pity you can't email food  I'm ready for a late night snack about now...
0,watched Marley &amp; Me finally....oh boy...cried like a baby~~though Owen Wilson would not have been my pick for Grogan 
0,"Oh I don't like the first few chapters out of 'New Moon', lol. When will they come back? "
0,lil1 has gone with her Dad in the tractor and I'm going to clean the bathroom 
0,there is a green hair on my screen and i cba to move it 
0,My lola is at the vet getting fixed  i miss my loloh's!  and now mommy's surgery got delayed til the 29th?? ugh! i'll be gone by then!!
0,is so sick. my body hurtssssssssssssssssssssss. 
0,DANG VIRUS!  I've avoided the sickness thing going around but one of my computers has not... crap 
0,"@froogle IT'S GREAT ! 3 days of London, 2 and a bit hours up, nearly 5 hours home again "
0,Part two of my HP saga: Black cartridge I bought way back dried out since I couldn't actually use it in my printer. 15 � gone. 
0,"I really wanted Joel to say &quot;Jesus&quot; on CBS this morning. Alas, he did not  #fb"
0,@MaryBethune I'm great thanks! Ugh! I have school today. 
0,@TeenieWahine I bet the snow doesn't help  Yeah after a few days I get the itch to go back to work too! lol ;)
0,"I love the love the love loves me,but that guy i love don't loves me "
0,very tired today! struggling to muster up energy! 
0,thinks that Nigella does a shit tea add 
0,@TomFelton Woo Australia! Has he been to Sydney? Sydney's luxury &amp; Melbourne is arty. I want to move to Melb. 
0,one of the bunnies died today  It wasn't my fault! It wasn't my fault!!!! 
0,Waiting for Ryan to get here. My phone doesn't work 
0,@alexcheahtz HAHAH YES he's so cute and he has the most gorgeous face ever!!!  HAHHA
0,Jack can't wait until he gets hom from the Vet. My leg hurts   http://apps.facebook.com/dogbook/profile/view/6236285
0,It appears I am allergic to the dish soap we were using - my hands are peeling like they have a very bad sun burn 
0,i'm filled with anguish because i'm not outside now when the sun is shining. damn!! i think about go out and do something. BUT WHAT!? 
0,@David_Henrie I can't find it  I searched it and it said nothing was found
0,@danoool HAHHAHAH i can imagine that would have caused GREAT laughter...wish i had the guts to do that 
0,@chriscanal webcast sounds cool. Interested to hear what you've got to say on Rhino.ETL as we've still got projects stuck in SSIS 
0,Trying to get my head around this. Having a tidy/sort day with the wife whilst trying to play mousehunt. Not good 
0,@RebeccaHappy I just miss the 4th Amendment. 
0,@hayleykitkat Best place to be! Much better than a silly office  Although it is sunny out so a beer garden would be great right about now!
0,"@LindseyMaeMusic It's like that here in Michigan, as well. =/ I want the Summerrrrrrrrr! "
0,@natalidelconte Didn't u tweet about Verizon FiOS problems before? Crap! I just signed up 
0,Its my birthday!!!  too bad I have to spend it without the hubby...
0,"@keishaaa can't say it in public, keshkesh  i'll go online on y!m."
0,@jgamet Jeff Gamet is out sick for this week's Design Tools Weekly podcast. I miss him 
0,cant believe i'm sick again. 
0,@wyndwitch I wish I had had to look that one up 
0,my prince was watching me while the photograph took my photos.... embarrassing... 
0,@Rob_Jensen That is a chilly wake up call and $$$$ to boot. Bummer 
0,@stephenfry you passed me outside Costa on Old Compton but it was too late by the time I thought to ask for a twitpic moment 
0,@evarley I think it's Mac only. Sorry 
0,my &lt;3 is so heavy! Another bout of tears. 
0,@MaryBethune I hate school right now! You are lucky you don't have to go! 
0,"@melodyareli Yeah, I don't either  Hopefully if it does, it will be just a fluke and melt right away."
0,Trying to get rid of brightness and alphas in Flash. File keeps exporting with the brightness and alpha in tact. 
0,It�s such a nice day outside. And here�s me stuck at my PC 
0,Buttload of work....i wish people hated cars more 
0,Im wearing dumb running pants 
0,has coffee breath. i need something minty. 
0,"off to  slow start, somewhat planned... the boo had us up much of the night cuz she couldn't breathe - cold+TX allergies "
0,also wants 2 throw a shoe ... 
0,i would love nothing more than to go back to bed and sleep all day... definitely not feeling up to par today 
0,@sskarimi Enjoy the sun! I have to work... 
0,"@pgh_1980 awe.... sorry to hear   What are you up to this weekend?  We need to catch up, I'll be home from friday to sunday!"
0,@theellenshow http://twitpic.com/2cepq - You never told your cow story! We were waiting for it. 
0,Ha ha got all excited because I got a new text then realised it was from service provider 
0,Just done 2 Rick Roll's. But then @jaaake3 avoided it 
0,Napoleon is missing 
0,that.. IM MISS MY DAD! 
0,Back to work I go!!  
0,@McSasha you're really hilarious this morning 
0,i think Alfred is dead but I'm too scared to check 
0,I'm still not feeling very well. Why is it that recently i'm getting sick so often 
0,Back to work. 
0,Really liking the new Yahoo Music Pages http://new.music.yahoo.com/velvet-underground. The only problem is that it uses Rhapsody 
0,@jaime1013 Why does he have to redeem himself....?? And I don't venture into Jordan AO...I don't have time to go everywhere 
0,is feeling pretty yucky! got this cold/flu thing going around  BOO
0,@juuliannaaaa  i haven't slept. boo! i wish it snowed here.
0,So. Fell asleep at 630. Class in 15 min till 12. 
0,"Happy Birthday, @rrdad! Too bad you also are travelling today. "
0,"My laptop's broken, so no tweets for a while.  But holidays! Woohoo!"
0,cooks rolling to leicester edi if u can put a shouta out 2 tonite its gna b amazing but im not going to be there  lol NEED SOME FOLLOWERS
0,Power outage on Campus Kirchberg (uni.lu). This explains why the prompt on the PS3 I was logged into froze 
0,"I thought it was April....Spring time, but when I woke up, it was SNOWING! "
0,it is snowing 
0,@gabbydario oh yesss it is ! hope it doesnt end  i can hoedown throwdown \m/
0,Chris and I have been up for over an hour and a half while the rest of the family sleeps. Yay Pacific time! 
0,"Poor Britney. As if it's not hard enough being her, she also ust got pwned by Stevie Nicks... "
0,I forgot my donut holes in the car 
0,Hmm... Not good meeting someone you know and...like when you're all sweaty and grungy. Wish they had showers in here. 
0,is hungry....must go grocery shopping...no juice 
0,"Painfully slow night, made more painful by a serious lack of sleep "
0,"Unfortunately, I didn't wake up from my nap  Sorry, @GloriaLynn30"
0,is not wanting to work this week.....i want a vacation!!! 
0,off 2 work soon 
0,Feels like she is gonna throw up 
0,@angelajames Oh no! I hope it's minor &amp; easily/cheaply fixed. 
0,"@TomAtChemical Rubbish  At least we're having curry for tea, so that should cheer you up!!"
0,"I need either a new phone with all the cool crap on it, or a good digital camera.... "
0,zac deleted his twitter account..how sad.. 
0,@Gnomewise but.. but.. i like my   o_O graphic  
0,im going to lose followers by doing this  but i have no one to tweet to! lol
0,and i still want to go pleasure beach at blackpool 
0,this stupid cold is taking over me  I just want my bed now
